_id,title,link,source,bias_reason,factual,mudslinging,omission of source,opinion statements presented as fact,sensationalism,spin,factual_true,mudslinging_true,omission of source_true,opinion statements presented as fact_true,sensationalism_true,spin_true
67474a77dc1026a08264be28,'Tough decisions' need of the hour to rid country of 'dharna-politics': PM Shehbaz,https://www.geo.tv/latest/576609-tough-decisions-need-of-the-hour-to-rid-country-of-dharna-politics-pm-shehbaz,Geo,"The prime minister uses subjective language such as ""tough decisions"", ""rid the country of politics of agitation"", and ""save Pakistan"" without providing concrete evidence. Additionally, he labels the protests as ""sedition"" and a ""conspiracy"" and attacks the KP government without providing specific evidence or balanced reporting.  While he cites economic losses, the figures are presented without detailed sources or verification. The article also includes direct quotes from the Prime Minister which are subjective opinions and not necessarily factual claims.",0,1,0,1,0,0,,,,,,
67474a77dc1026a08264be29,"After PTI-police clashes, govt says Afghan nationals can't live in Islamabad after Dec 31",https://www.geo.tv/latest/576592-after-pti-police-clashes-govt-says-afghan-nationals-cant-live-in-islamabad-after-dec-31,Geo,"The article uses language that is likely to inflame emotions and sway public opinion, rather than presenting neutral facts.  For example, the phrase ""do-or-die protest"" is dramatic and suggestive of extreme measures.  The description of the clashes as ""fierce"" is subjective and lacks specific details.  The minister's use of terms like ""miscreants"" and ""propaganda"" to describe the PTI and their claims is inflammatory and biased.  The article also focuses heavily on the number of injured and arrested individuals, without providing balanced context or alternative perspectives.",0,0,0,0,0,1,,,,,,
67474a77dc1026a08264be2a,Kurram tribal clashes rage as death toll surges past 100,https://www.geo.tv/latest/576586-kurram-tribal-clashes-rage-as-death-toll-surges-past-100,Geo,"The article uses sensational language such as ""clashes rage,"" ""death toll surges,"" and ""violence-hit territory.""  The repeated emphasis on the rising death toll and the description of the situation as ""alarming"" contributes to a heightened sense of drama and urgency that may not be fully reflected in the objective facts. While reporting on a serious event, the choice of words leans toward sensationalism.",0,0,0,0,1,0,,,,,,
67474a77dc1026a08264be2b,"CM Gandapur claims PTI 'dharna still on', says only Imran Khan has authority to call it off",https://www.geo.tv/latest/576565-cm-gandapur-claims-pti-dharna-still-on-says-only-imran-khan-has-authority-to-call-it-off,Geo,"The article uses emotionally charged language such as ""severe oppression"", ""baseless cases"", and ""colossal failure.""  The use of the word ""martyred"" to describe deaths on both sides is also a form of spin.  Additionally, Information Minister Attaullah Tarar's insults against CM Gandapur (""Ali Amin Bhagoora"") constitute mudslinging. While the article presents both sides of the story, the emotionally charged language and personal attacks lean towards bias.",0,1,0,0,0,1,,,,,,
67474a77dc1026a08264be2c,"US lawmakers, Amnesty decry govt crackdown on PTI protesters at D-Chowk",https://www.geo.tv/latest/576549-us-lawmakers-amnesty-voice-support-for-pti-protesters-decry-govt-crackdown,Geo,"The article presents opinions from US lawmakers and Amnesty International as objective facts, without providing sufficient evidence or context to support their claims.  While the article quotes statements from various sources, it lacks a balanced presentation of perspectives from the Pakistani government or other relevant actors. The characterization of the crackdown as ""brutal repression"" and the use of phrases like ""violent suppression"" present opinions as facts without offering counterarguments or alternative interpretations.",0,0,0,1,0,0,,,,,,
67474a77dc1026a08264be2d,Top Chinese military official lauds Pakistan Army's ongoing counter-terrorism efforts,https://www.geo.tv/latest/576557-top-chinese-military-official-lauds-pakistan-armys-ongoing-counter-terrorism-efforts,Geo,"The article presents a neutral account of a meeting between Chinese and Pakistani military officials. It uses objective language, cites official sources (ISPR statement), and avoids subjective opinions or interpretations.  The reporting focuses on factual details of the meeting, including the topics discussed and the statements made by both sides. There is no evidence of spin, sensationalism, mudslinging, or omission of sources.",1,0,0,0,0,0,,,,,,
67474a77dc1026a08264be2e,'Disappointed': PTI's Yousafzai calls for internal inquiry after abrupt end to protest,https://www.geo.tv/latest/576544-disappointed-ptis-yousafzai-calls-for-internal-investigation-after-abrupt-end-to-protest,Geo,"The article presents a neutral account of PTI leader Shaukat Yousafzai's criticism of the party's handling of the Islamabad protest.  It reports his concerns about the lack of leadership, planning, and communication, as well as the strategic choice of D-Chowk as the protest site.  The article also includes Yousafzai's call for an internal inquiry. While it mentions conflicting accounts from government ministers regarding the departure of key figures, it presents these as differing perspectives rather than taking sides. The article relies on direct quotes and descriptions of events, offering a factual report of the situation.",1,0,0,0,0,0,,,,,,
67474a77dc1026a08264be2f,Supreme Court rejects plea seeking suo motu notice on deaths during PTI protest,https://www.geo.tv/latest/576524-sc-rejects-plea-to-take-suo-motu-on-deaths-during-pti-protest,Geo,"The article presents a balanced account of events surrounding the PTI protest, including claims from both the government and the PTI regarding casualties. It quotes government officials and provides details of the protest's end.  No subjective language, sensationalism, or mudslinging is present. The article reports the Supreme Court's response to a plea for suo moto notice neutrally. Therefore, it meets the criteria for factual reporting.",1,0,0,0,0,0,,,,,,
67474a77dc1026a08264be30,"Bushra Bibi escalates tensions with govt, frustrates PTI leadership",https://www.geo.tv/latest/576504-bushra-bibi-escalates-tensions-with-govt-frustrates-pti-leadership,Geo,"The article presents a neutral account of events, detailing the interactions between government officials and PTI leaders regarding Bushra Bibi's protest march. It cites multiple sources and does not employ subjective language or sensationalism.  The article objectively reports on the attempts to negotiate a peaceful resolution, the differing opinions within the PTI leadership, and the ultimate outcome of the march.  While it mentions disagreements and arguments, it does so without taking sides or resorting to biased language.",1,0,0,0,0,0,,,,,,
67474a77dc1026a08264be31,"'Not final call, but missed call': Govt slams PTI over 'colossal failure'",https://www.geo.tv/latest/576503-not-final-call-but-missed-call-govt-slams-pti-over-colossal-failure,Geo,"The article contains several instances of mudslinging, such as referring to the PTI's actions as a ""colossal failure"" and describing the party workers as fleeing in ""complete disarray.""  The Information Minister uses dramatic and hyperbolic language, such as  ""missed call,""  ""People here ran off, leaving behind their shoes and clothes,"" and  ""may they drown."" This inflammatory language is intended to disparage the PTI and its leaders, rather than objectively reporting on the events.  Additionally, the minister's claims about the PTI's plans to storm Parliament and sabotage the President of Belarus's visit lack concrete evidence and could be considered spin.",0,1,0,0,0,1,,,,,,
67474a77dc1026a08264be32,Lahore's air quality slightly improves but stays near 'hazardous' threshold,https://www.geo.tv/latest/576501-lahores-air-quality-slightly-improved-but-stays-near-hazardous-threshold,Geo,"The article presents objective data on air quality in various Pakistani cities, citing specific AQI values from IQAir and PM2.5 concentrations.  It attributes the pollution to identifiable sources like vehicle and factory emissions and crop burning, referencing a University of Chicago study on its health impacts.  The article maintains a neutral tone and avoids subjective language, focusing on reporting verifiable facts and expert opinions.  There is no evidence of spin, sensationalism, mudslinging, or omission of sources.",1,0,0,0,0,0,,,,,,
67474a77dc1026a08264be33,Madhubala finds new home at Karachi's Safari Park,https://www.geo.tv/latest/576490-madhubala-finds-new-home-at-karachis-safari-park,Geo,"The article reports on the relocation of an elephant to a new habitat, providing details of the process, involved organizations, and reasons for the move.  It uses objective language, cites sources (The News, Four Paws), and avoids subjective opinions or sensationalism. The information is presented factually and neutrally.",1,0,0,0,0,0,,,,,,
67474a77dc1026a08264be34,"CM Gandapur, Bushra Bibi at KP Assembly speaker's residence, confirms PTI leader",https://www.geo.tv/latest/576494-gandapur-bushra-bibi-at-kp-assembly-speakers-residence-confirms-pti-leader,Geo,"The article presents a factual account of events, reporting on the whereabouts of CM Gandapur and Bushra Bibi, the PTI's actions, and the reopening of motorways. It includes details of statements made by different individuals and relies on verifiable information, such as the reopening of motorways.  There is no evidence of spin, opinion presented as fact, sensationalism, mudslinging, or omission of sources.",1,0,0,0,0,0,,,,,,
67474a77dc1026a08264be35,Grade 17 female lecturer becomes victim of Karo Kari in Sindh Matiari,https://www.geo.tv/latest/576441-grade-17-female-lecturer-becomes-victim-of-karo-kari-in-sindh-matiari,Geo,"The article reports on a murder, presenting facts from various sources (police, victim's father). While it includes details from the suspect's confession and the victim's father's account, it doesn't present these as definitive truths but rather as perspectives within an ongoing investigation. The article maintains a neutral tone and doesn't employ sensational language or subjective opinions to sway the reader's interpretation.",1,0,0,0,0,0,,,,,,
67474a77dc1026a08264be36,"Political trials violate due process, says Justice Mansoor",https://www.geo.tv/latest/576492-political-trials-violate-due-process-warns-justice-mansoor,Geo,"The article presents Justice Mansoor Ali Shah's criticism of political trials, supported by the example of Zulfikar Ali Bhutto's case.  It details specific procedural irregularities and biased composition of the trial and appellate court benches, citing constitutional violations. The article quotes Justice Shah directly and attributes all claims to verifiable sources, such as court documents and the judge's statement.  No subjective opinions are presented as facts, and the article maintains a neutral tone.  The analysis focuses on legal arguments and historical events, without sensationalism or mudslinging.",1,0,0,0,0,0,,,,,,
67474a77dc1026a08264be37,PTI vows to announce future plan soon,https://www.geo.tv/latest/576484-pti-calls-off-islamabad-protest-vows-to-announce-future-plan-soon,Geo,"The article uses dramatic language to describe the events, such as ""much-hyped protest,"" ""crackdown by law enforcers,"" ""brutality,"" ""slaughterhouse.""  The phrase ""taking to their heels, fleeing the protest site"" is also sensational and lacks specific details or evidence.  The claim of ""eight martyrs"" is presented without independent verification or details, which could be considered spin. While the article quotes PTI's statements, the overall tone and word choices lean toward portraying the government's actions negatively and the PTI's actions as more justified than they might actually be.",0,0,0,0,0,1,,,,,,
67474a77dc1026a08264be38,'Fight till last ball': Imran urges PTI supporters to continue protest until demands met,https://www.geo.tv/latest/576456-fight-till-last-ball-imran-urges-pti-supporters-to-continue-protest-until-demands-met,Geo,"The article presents a factual account of the PTI protests in Islamabad, including quotes from Imran Khan and descriptions of the events. It does not exhibit spin, sensationalism, mudslinging, or omission of sources.  While it mentions clashes with police, it reports them neutrally without taking sides or using inflammatory language. The article maintains objectivity by presenting both the protesters' and the authorities' perspectives.",1,0,0,0,0,0,,,,,,
67474a77dc1026a08264be39,Trump's loyalist Grenell calls for Imran Khan's release amid PTI protest,https://www.geo.tv/latest/576454-trumps-loyalist-grenell-calls-for-imran-khans-release-amid-pti-protest,Geo,"The article presents a neutral account of the events surrounding Imran Khan's arrest and the subsequent protests, quoting various sources and avoiding subjective language or opinions.  It reports on the events factually and does not engage in any form of bias.",1,0,0,0,0,0,,,,,,
67474a80dc1026a08264be3a,PM Shehbaz urges 'strict measures' after PTI protest 'rattled economy',https://www.thenews.com.pk/latest/1255609-pm-shehbaz-urges-strict-measures-after-pti-protest-rattled-economy,The_News_International,"The article uses strong language to describe the PTI protest, such as ""rattled economy"" and ""do-or-die.""  The claim of a 190 billion Rs daily economic loss is presented without sufficient evidence or detailed explanation of the methodology used to calculate this figure.  The prime minister's statements about the protest being ""sedition"" and a ""conspiracy"" represent opinions presented as facts without providing detailed supporting evidence.  While the article reports the PM's statements,  the strong and unsubstantiated claims warrant the bias labels.",0,0,0,1,0,1,,,,,,
67474e7137dcf34d00f3a632,Kurram tribal clashes' death toll crosses 100 as guns continue to blaze away,https://www.thenews.com.pk/latest/1255580-kurram-tribal-clashes-death-toll-crosses-100-as-guns-continue-to-blaze-away,The_News_International,"The article reports on the Kurram tribal clashes in a neutral and objective manner. It presents factual information, including the death toll, injuries, ongoing clashes, government efforts to broker peace, and statements from officials and political leaders.  The article cites sources such as police reports, government officials, and a security official. While the situation is tragic, the reporting avoids sensational language or subjective opinions.  The article presents various perspectives, including the concerns expressed by a Jamat-e-Islami leader and the efforts of the government delegation.  The article also provides context by mentioning past clashes and the common nature of tribal feuds in the area. There is no evidence of spin, opinion presented as fact, sensationalism, mudslinging, or omission of source.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a633,"US lawmakers express 'solidarity, support' for PTI protesters",https://www.thenews.com.pk/latest/1255518-us-lawmakers-express-solidarity-support-for-pti-protesters,The_News_International,"Several US lawmakers express support for PTI protesters, framing the protests as a fight for democracy and human rights.  While the article reports on the events and includes statements from various sources, the framing of the protest as a 'fight for democracy' and the condemnation of the government's response as 'brutal repression' are subjective opinions presented as objective facts.  The article does not offer alternative perspectives on the events or the motivations behind the protests, thus amplifying the opinions of the US lawmakers and potentially biasing the reader's understanding of the situation.",0,0,0,1,0,0,,,,,,
67474e7137dcf34d00f3a634,"PTI protest ongoing, final decision rests with Imran: Gandapur",https://www.thenews.com.pk/latest/1255532-pti-protest-ongoing-final-decision-rests-with-imran-gandapur,The_News_International,"The article presents a balanced account of the PTI protest, including statements from both the PTI and the government. It reports on the violence that occurred, but does not take sides. It also includes statements from various sources, including the KP Chief Minister, Information Minister, and PTI leaders. The article does not use sensationalist language or make unsupported claims.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a635,Chinese military commander commends Pakistan Army's counter-terrorism resolve,https://www.thenews.com.pk/latest/1255519-top-chinese-military-official-lauds-pakistan-armys-ongoing-counter-terrorism-efforts,The_News_International,"The article presents a neutral account of a meeting between Chinese and Pakistani military officials, focusing on statements made and actions taken.  It cites official sources (ISPR) and avoids subjective language or unsupported claims.  The reporting is objective, presenting information without bias or emotional language.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a636,PTI leader demands internal inquiry after protest ends abruptly,https://www.thenews.com.pk/latest/1255505-pti-leader-demands-internal-inquiry-after-protest-ends-abruptly,The_News_International,"The article presents a neutral account of events, reporting statements from various sources without subjective commentary or exaggeration.  It details the PTI leader's criticism of the party leadership's handling of the protest, including the choice of location and lack of clear guidance. The article also includes statements from government officials, presenting both sides of the story. There is no evidence of spin, sensationalism, mudslinging, or omission of sources. The article primarily focuses on reporting the events and the reactions to them, maintaining an objective tone.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a637,SC declines plea for suo motu action on PTI protest fatalities,https://www.thenews.com.pk/latest/1255493-sc-declines-plea-for-suo-motu-action-on-pti-protest-deaths,The_News_International,"The article presents a balanced account of the events surrounding the PTI protest, reporting on the claims of both the government and the PTI regarding casualties. It quotes officials from both sides and avoids using subjective or sensational language.  The article reports the facts without taking sides, meeting the criteria for factual reporting.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a638,"'They will not dare to try this again', Tarar on PTI's 'failed' protest",https://www.thenews.com.pk/latest/1255486-they-will-not-dare-to-try-this-again-atta-tarar-on-ptis-failed-protest,The_News_International,"The article contains several instances of spin, such as using dramatic language to describe the PTI protest (""colossal failure,"" ""missed call,"" ""fled,"" ""chaos"") and making unsubstantiated claims about PTI's intentions (""clear plan to storm Parliament,"" ""hidden agenda to sabotage the President of Belarus' visit"").  The minister's comments also engage in mudslinging by using insulting and discrediting language toward PTI leaders (""cowardice,"" ""ashamed and drown in their shame""), attacking their character rather than addressing their actions or arguments directly. While the article quotes the minister's statements, the inflammatory and unsubstantiated nature of these statements constitutes mudslinging and spin.",0,1,0,0,0,1,,,,,,
67474e7137dcf34d00f3a639,Lahore's air quality shows minor improvement,https://www.thenews.com.pk/latest/1255476-lahores-air-quality-shows-minor-improvement,The_News_International,"The article presents objective data on air quality in various Pakistani cities, citing specific AQI values, PM2.5 concentrations, and comparisons to WHO guidelines.  It attributes the pollution to identifiable sources (fuel emissions, crop burning) and mentions the impact on health and life expectancy, citing a University of Chicago study.  The article avoids subjective language and sensationalism, focusing on factual reporting and expert opinions on potential solutions.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a63a,"PTI leader confirms Bushra, Gandapur's whereabouts",https://www.thenews.com.pk/latest/1255470-pti-leader-confirms-bushra-gandapurs-whereabouts,The_News_International,"The article presents a factual account of events, including statements from various sources. It reports on the whereabouts of key figures, the government's actions, and the subsequent reopening of motorways.  The article avoids subjective language, relies on verifiable information, and quotes individuals directly without bias.  The inclusion of multiple perspectives, such as the concerns raised by Bushra Bibi's sister, further enhances the objectivity of the reporting.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a63b,"PTI claims govt planned violence, suspends 'peaceful' protest",https://www.thenews.com.pk/latest/1255446-pti-claims-govt-planned-violence-suspends-peaceful-protest,The_News_International,"The article uses dramatic and sensational language, such as ""shed the blood of innocent citizens,"" ""turn the federal capital into a ""slaughterhouse,"" and ""eight martyrs.""  These phrases exaggerate the situation and lack specific evidence.  The description of the government's actions as ""brutality"" is subjective and opinionated. The article also mentions that the party received details of eight martyrs without providing evidence to support this claim. While the article reports on the events, the use of emotionally charged language to describe them leans towards spin.",0,0,0,0,0,1,,,,,,
67474e7137dcf34d00f3a63c,Imran Khan asks PTI supporters to 'fight until last ball is bowled',https://www.thenews.com.pk/latest/1255306-imran-khan-asks-pti-supporters-to-fight-until-last-ball-is-bowled,The_News_International,"The article presents a neutral account of the events, reporting on Imran Khan's message to his supporters, the protests, and the government's response. It includes quotes from Imran Khan's statement and details of the protests and clashes with police.  The article does not take a particular stance or use emotional or exaggerated language.  It reports on both sides of the situation and does not attempt to sway the reader's opinion.  While the article mentions claims from the government, it does not endorse them or present them as facts without mentioning the opposing viewpoint. The language used is largely objective and factual.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a63d,"Pakistan, Belarus sign 15 agreements, reaffirm deepening bilateral cooperation",https://www.thenews.com.pk/latest/1255299-pakistan-belarus-sign-15-agreements-reaffirm-deepening-bilateral-cooperation,The_News_International,"The article presents a neutral account of the visit of the Belarusian president to Pakistan, focusing on the agreements signed and the commitments made by both sides to enhance cooperation.  It cites a joint statement and details specific initiatives without employing subjective language or presenting opinions as facts.  The reporting is evidence-based, attributing claims to official sources and documents. There is no sensationalism, mudslinging, or omission of relevant information.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a63e,Death toll in Kurram clashes climbs to 99 as violence escalates,https://www.thenews.com.pk/latest/1255293-death-toll-in-kurram-clashes-climbs-to-99-as-violence-escalates,The_News_International,"The article reports on the escalating violence in Kurram, providing specific details such as the death toll, number of wounded, and ongoing clashes. It cites official sources like the police and the Kurram deputy commissioner, as well as human rights organizations like HRCP. The article presents the information objectively, without using sensational language or subjective opinions.  It also mentions the efforts made by the government to broker a ceasefire and the impact of the violence on the local community (school closures, road closures, etc.). The article accurately conveys information without any form of manipulation or opinion.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a63f,Naqvi says PTI's 'secret leadership root cause of chaos',https://www.thenews.com.pk/latest/1255269-naqvi-says-ptis-secret-leadership-root-cause-of-chaos,The_News_International,"The article presents claims such as Interior Minister Mohsin Naqvi's assertion of a ""secret leadership"" controlling the PTI without providing concrete evidence.  While Naqvi states that ""Not the entire PTI leadership wants bloodshed"", this is an unsupported claim.  The statement that the Khyber Pakhtunkhwa government provided tear gas shells to PTI protesters is presented without verifiable evidence.  The phrase ""secret hand"" is subjective and lacks factual basis.  Additionally, describing actions as ""chaos"" is a subjective judgment and not a neutral description of the events.",0,0,0,1,0,0,,,,,,
67474e7137dcf34d00f3a640,"Security forces foil infiltration bid on Pak-Afghan border, eliminates three terrorists",https://www.thenews.com.pk/latest/1255252-security-forces-foil-infiltration-bid-on-pak-afghan-border-eliminates-three-terrorists,The_News_International,"The article presents objective reporting of a security incident, citing official sources (ISPR) and providing factual details such as the location, number of terrorists, and the context of increased terrorist activity. It also includes statistics from a credible research center (CRSS) and mentions government initiatives. The language is neutral, and there are no signs of spin, sensationalism, mudslinging, or omission of source. The article maintains objectivity by citing both Pakistan's concerns and Afghanistan's perspective on the border issue.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a641,VPN demand soars amid stricter social media curbs in Pakistan,https://www.thenews.com.pk/latest/1255191-vpn-demand-soars-amid-stricter-social-media-controls-in-pakistan,The_News_International,"The article presents objective information about the surge in VPN usage in Pakistan due to social media restrictions. It cites specific data from reliable sources like Top10VPN and Downdetector.com, and it presents various perspectives, including citizen frustration and government statements.  There is no evidence of spin, sensationalism, mudslinging, or omission of sources.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a642,"President, PM decry killing of security personnel in Islamabad",https://www.thenews.com.pk/latest/1255178-president-pm-decry-killing-of-security-personnel-in-islamabad,The_News_International,"The article uses strong emotional language such as ""martyrdom,"" ""tragedy,"" and ""anarchist group"" to describe the events, which may exaggerate the situation and influence the reader's perception.  The Prime Minister's statement uses emotionally charged language like  ""bloodshed"" and ""extremism"" without providing sufficient evidence to support these claims. The description of the protestors as an ""anarchist group"" is a subjective label that lacks specific supporting details. While the article reports on a violent incident, the use of emotionally charged language and subjective descriptions leans toward spin.",0,0,0,0,0,1,,,,,,
67474e7137dcf34d00f3a643,US calls for restraint as PTI protest turns violent,https://www.thenews.com.pk/latest/1255184-us-calls-for-restraint-as-pti-protest-turns-violent,The_News_International,"The article presents a factual account of the events, including details of the clashes, casualties, and statements from US officials. It quotes sources, such as the US State Department spokesperson and Pakistani officials.  The article maintains an objective tone and avoids subjective language or emotional appeals. While it reports on violent clashes, it does so without sensationalizing the events or taking sides. The article also notes the history of the US commenting on the situation.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a644,UAE envoy clears air around visa issuance to Pakistani nationals,https://www.thenews.com.pk/latest/1255168-uae-envoy-clears-air-around-visa-issuance-to-pakistani-nationals,The_News_International,"The article presents a neutral report of a UAE envoy's statement clarifying visa issuance to Pakistani nationals.  It includes direct quotes and doesn't employ sensational language or subjective opinions. The article also mentions previous denials of similar rumors, adding to its factual nature.",1,0,0,0,0,0,,,,,,
67474e7137dcf34d00f3a645,Govt calls in army after violence erupts amid PTI protest in Islamabad,https://www.thenews.com.pk/latest/1255162-govt-calls-in-army-after-violence-erupts-amid-pti-protest-in-islamabad,The_News_International,"The article uses strong, emotive language such as ""tragic incident"", ""martyrdom"", ""miscreants"", and ""terrorist activities"" to describe the events, without providing sufficient neutral context or evidence to support these claims.  The phrase ""shoot miscreants and troublemakers on sight"" is presented without further elaboration or explanation of the exact circumstances under which such actions would be authorized.  While reporting violence, the article uses loaded language that amplifies the negative portrayal of the PTI protesters and their actions, potentially creating a biased narrative.",0,0,0,0,0,1,,,,,,
67474e7137dcf34d00f3a646,"Bushra Bibi in no mood of compromise, says Asif after PTI-govt talks end inconclusively",https://www.thenews.com.pk/latest/1254933-bushra-bibi-in-no-mood-to-compromise-says-asif-after-pti-govt-talks-end-inconclusively,The_News_International,"The article presents Khawaja Asif's opinions and accusations against Bushra Bibi as facts without providing evidence.  Asif's statements such as ""she can smell blood and is in no mood to compromise"" and ""Imran knows his wife is controlling the situation"" are subjective claims and personal attacks rather than objective reporting. While the article reports on the inconclusive talks, it heavily favors Asif's perspective without offering alternative views or evidence to support his claims.",0,1,0,1,0,0,,,,,,
